id,text,language
6115,اليوم كان رائعًا,ar
6116,What a beautiful day!,en
6117,"Nicht schlecht, aber nicht gut.",de
6118,اليوم كان رائعًا,ar
6119,मैं इससे खुश नहीं हूँ।,hi
6120,यह ठीक था।,hi
6121,Worst day ever.,en
6122,این بهترین روز من بود,fa
6123,"Nicht schlecht, aber nicht gut.",de
6124,What a beautiful day!,en
6125,خوب بود اما می‌توانست بهتر باشد,fa
6126,What a beautiful day!,en
6127,Absolutely fantastic experience!,en
6128,"Nicht schlecht, aber nicht gut.",de
6129,اليوم كان رائعًا,ar
6130,Could be better.,en
6131,Absolutely fantastic experience!,en
6132,Could be better.,en
6133,Ich bin enttäuscht.,de
6134,What a beautiful day!,en
6135,बहुत ही अच्छा प्रदर्शन!,hi
6136,خوب بود اما می‌توانست بهتر باشد,fa
6137,बहुत ही अच्छा प्रदर्शन!,hi
6138,What a beautiful day!,en
6139,Could be better.,en
6140,What a beautiful day!,en
6141,मैं इससे खुश नहीं हूँ।,hi
6142,Worst day ever.,en
6143,I am so tired of this nonsense.,en
6144,मैं इससे खुश नहीं हूँ।,hi
6145,"Nicht schlecht, aber nicht gut.",de
6146,Ich bin enttäuscht.,de
6147,I am so tired of this nonsense.,en
6148,What a beautiful day!,en
6149,مقبول لكنه ليس الأفضل,ar
6150,Worst day ever.,en
6151,لا يعجبني هذا,ar
6152,Ich bin enttäuscht.,de
6153,خوب بود اما می‌توانست بهتر باشد,fa
6154,من خیلی ناراحتم,fa
6155,من خیلی ناراحتم,fa
6156,What a beautiful day!,en
6157,Ich bin enttäuscht.,de
6158,Absolutely fantastic experience!,en
6159,Ich bin enttäuscht.,de
6160,اليوم كان رائعًا,ar
6161,बहुत ही अच्छा प्रदर्शन!,hi
6162,Could be better.,en
6163,Worst day ever.,en
6164,What a beautiful day!,en
6165,मैं इससे खुश नहीं हूँ।,hi
6166,यह ठीक था।,hi
6167,خوب بود اما می‌توانست بهتر باشد,fa
6168,Absolutely fantastic experience!,en
6169,Worst day ever.,en
6170,This is terrible...,en
6171,Worst day ever.,en
6172,Das war unglaublich!,de
6173,मैं इससे खुश नहीं हूँ।,hi
6174,اليوم كان رائعًا,ar
6175,Das war unglaublich!,de
6176,मैं इससे खुश नहीं हूँ।,hi
6177,من خیلی ناراحتم,fa
6178,Absolutely fantastic experience!,en
6179,मैं इससे खुश नहीं हूँ।,hi
6180,Could be better.,en
6181,यह ठीक था।,hi
6182,यह ठीक था।,hi
6183,बहुत ही अच्छा प्रदर्शन!,hi
6184,Das war unglaublich!,de
6185,I am so tired of this nonsense.,en
6186,यह ठीक था।,hi
6187,Ich bin enttäuscht.,de
6188,مقبول لكنه ليس الأفضل,ar
6189,I am so tired of this nonsense.,en
6190,خوب بود اما می‌توانست بهتر باشد,fa
6191,Das war unglaublich!,de
6192,خوب بود اما می‌توانست بهتر باشد,fa
6193,I am so tired of this nonsense.,en
6194,Worst day ever.,en
6195,این بهترین روز من بود,fa
6196,I love this!,en
6197,Ich bin enttäuscht.,de
6198,What a beautiful day!,en
6199,I love this!,en
6200,यह ठीक था।,hi
6201,Das war unglaublich!,de
6202,Could be better.,en
6203,यह ठीक था।,hi
6204,این بهترین روز من بود,fa
6205,This is terrible...,en
6206,I am so tired of this nonsense.,en
6207,This is terrible...,en
6208,मैं इससे खुश नहीं हूँ।,hi
6209,I am so tired of this nonsense.,en
6210,"Nicht schlecht, aber nicht gut.",de
6211,مقبول لكنه ليس الأفضل,ar
6212,این بهترین روز من بود,fa
6213,خوب بود اما می‌توانست بهتر باشد,fa
6214,I am so tired of this nonsense.,en
6215,Worst day ever.,en
6216,لا يعجبني هذا,ar
6217,این بهترین روز من بود,fa
6218,Ich bin enttäuscht.,de
6219,I am so tired of this nonsense.,en
6220,यह ठीक था।,hi
6221,خوب بود اما می‌توانست بهتر باشد,fa
6222,Das war unglaublich!,de
6223,Worst day ever.,en
6224,बहुत ही अच्छा प्रदर्शन!,hi
6225,Ich bin enttäuscht.,de
6226,Ich bin enttäuscht.,de
6227,I love this!,en
6228,Could be better.,en
6229,اليوم كان رائعًا,ar
6230,मैं इससे खुश नहीं हूँ।,hi
6231,Worst day ever.,en
6232,خوب بود اما می‌توانست بهتر باشد,fa
6233,Could be better.,en
6234,मैं इससे खुश नहीं हूँ।,hi
6235,این بهترین روز من بود,fa
6236,"Nicht schlecht, aber nicht gut.",de
6237,اليوم كان رائعًا,ar
6238,لا يعجبني هذا,ar
6239,Could be better.,en
6240,I am so tired of this nonsense.,en
6241,I am so tired of this nonsense.,en
6242,خوب بود اما می‌توانست بهتر باشد,fa
6243,من خیلی ناراحتم,fa
6244,Worst day ever.,en
6245,यह ठीक था।,hi
6246,این بهترین روز من بود,fa
6247,Das war unglaublich!,de
6248,این بهترین روز من بود,fa
6249,"Nicht schlecht, aber nicht gut.",de
6250,اليوم كان رائعًا,ar
6251,What a beautiful day!,en
6252,این بهترین روز من بود,fa
6253,Das war unglaublich!,de
6254,What a beautiful day!,en
6255,من خیلی ناراحتم,fa
6256,I am so tired of this nonsense.,en
6257,What a beautiful day!,en
6258,What a beautiful day!,en
6259,لا يعجبني هذا,ar
6260,خوب بود اما می‌توانست بهتر باشد,fa
6261,Ich bin enttäuscht.,de
6262,Absolutely fantastic experience!,en
6263,Could be better.,en
6264,I love this!,en
6265,لا يعجبني هذا,ar
6266,Das war unglaublich!,de
6267,من خیلی ناراحتم,fa
6268,I am so tired of this nonsense.,en
6269,Absolutely fantastic experience!,en
6270,مقبول لكنه ليس الأفضل,ar
6271,Das war unglaublich!,de
6272,لا يعجبني هذا,ar
6273,خوب بود اما می‌توانست بهتر باشد,fa
6274,مقبول لكنه ليس الأفضل,ar
6275,Das war unglaublich!,de
6276,"Nicht schlecht, aber nicht gut.",de
6277,Worst day ever.,en
6278,Absolutely fantastic experience!,en
6279,من خیلی ناراحتم,fa
6280,مقبول لكنه ليس الأفضل,ar
6281,मैं इससे खुश नहीं हूँ।,hi
6282,मैं इससे खुश नहीं हूँ।,hi
6283,خوب بود اما می‌توانست بهتر باشد,fa
6284,من خیلی ناراحتم,fa
6285,This is terrible...,en
6286,Ich bin enttäuscht.,de
6287,Ich bin enttäuscht.,de
6288,I am so tired of this nonsense.,en
6289,Could be better.,en
6290,Ich bin enttäuscht.,de
6291,Could be better.,en
6292,این بهترین روز من بود,fa
6293,لا يعجبني هذا,ar
6294,यह ठीक था।,hi
6295,This is terrible...,en
6296,I love this!,en
6297,لا يعجبني هذا,ar
6298,این بهترین روز من بود,fa
6299,What a beautiful day!,en
6300,मैं इससे खुश नहीं हूँ।,hi
6301,Ich bin enttäuscht.,de
6302,Could be better.,en
6303,यह ठीक था।,hi
6304,من خیلی ناراحتم,fa
6305,This is terrible...,en
6306,This is terrible...,en
6307,خوب بود اما می‌توانست بهتر باشد,fa
6308,मैं इससे खुश नहीं हूँ।,hi
6309,I love this!,en
6310,من خیلی ناراحتم,fa
6311,बहुत ही अच्छा प्रदर्शन!,hi
6312,I love this!,en
6313,مقبول لكنه ليس الأفضل,ar
6314,मैं इससे खुश नहीं हूँ।,hi
6315,"Nicht schlecht, aber nicht gut.",de
6316,Absolutely fantastic experience!,en
6317,This is terrible...,en
6318,मैं इससे खुश नहीं हूँ।,hi
6319,What a beautiful day!,en
6320,اليوم كان رائعًا,ar
6321,This is terrible...,en
6322,لا يعجبني هذا,ar
6323,I am so tired of this nonsense.,en
6324,اليوم كان رائعًا,ar
6325,Das war unglaublich!,de
6326,यह ठीक था।,hi
6327,Das war unglaublich!,de
6328,Ich bin enttäuscht.,de
6329,This is terrible...,en
6330,This is terrible...,en
6331,I am so tired of this nonsense.,en
6332,Das war unglaublich!,de
6333,مقبول لكنه ليس الأفضل,ar
6334,لا يعجبني هذا,ar
6335,What a beautiful day!,en
6336,Could be better.,en
6337,"Nicht schlecht, aber nicht gut.",de
6338,I am so tired of this nonsense.,en
6339,This is terrible...,en
6340,"Nicht schlecht, aber nicht gut.",de
6341,What a beautiful day!,en
6342,This is terrible...,en
6343,من خیلی ناراحتم,fa
6344,Worst day ever.,en
6345,Worst day ever.,en
6346,बहुत ही अच्छा प्रदर्शन!,hi
6347,من خیلی ناراحتم,fa
6348,مقبول لكنه ليس الأفضل,ar
6349,What a beautiful day!,en
6350,I love this!,en
6351,बहुत ही अच्छा प्रदर्शन!,hi
6352,Worst day ever.,en
6353,اليوم كان رائعًا,ar
6354,I love this!,en
6355,This is terrible...,en
6356,Absolutely fantastic experience!,en
6357,من خیلی ناراحتم,fa
6358,من خیلی ناراحتم,fa
6359,"Nicht schlecht, aber nicht gut.",de
6360,Worst day ever.,en
6361,I love this!,en
6362,"Nicht schlecht, aber nicht gut.",de
6363,Das war unglaublich!,de
6364,Worst day ever.,en
6365,مقبول لكنه ليس الأفضل,ar
6366,Could be better.,en
6367,خوب بود اما می‌توانست بهتر باشد,fa
6368,I love this!,en
6369,مقبول لكنه ليس الأفضل,ar
6370,Das war unglaublich!,de
6371,Absolutely fantastic experience!,en
6372,خوب بود اما می‌توانست بهتر باشد,fa
6373,این بهترین روز من بود,fa
6374,I am so tired of this nonsense.,en
6375,من خیلی ناراحتم,fa
6376,Ich bin enttäuscht.,de
6377,خوب بود اما می‌توانست بهتر باشد,fa
6378,What a beautiful day!,en
6379,What a beautiful day!,en
6380,This is terrible...,en
6381,مقبول لكنه ليس الأفضل,ar
6382,اليوم كان رائعًا,ar
6383,لا يعجبني هذا,ar
6384,"Nicht schlecht, aber nicht gut.",de
6385,"Nicht schlecht, aber nicht gut.",de
6386,यह ठीक था।,hi
6387,این بهترین روز من بود,fa
6388,Das war unglaublich!,de
6389,Das war unglaublich!,de
6390,बहुत ही अच्छा प्रदर्शन!,hi
6391,Das war unglaublich!,de
6392,What a beautiful day!,en
6393,Worst day ever.,en
6394,बहुत ही अच्छा प्रदर्शन!,hi
6395,बहुत ही अच्छा प्रदर्शन!,hi
6396,Absolutely fantastic experience!,en
6397,Das war unglaublich!,de
6398,"Nicht schlecht, aber nicht gut.",de
6399,यह ठीक था।,hi
6400,बहुत ही अच्छा प्रदर्शन!,hi
6401,Absolutely fantastic experience!,en
6402,Absolutely fantastic experience!,en
6403,لا يعجبني هذا,ar
6404,"Nicht schlecht, aber nicht gut.",de
6405,لا يعجبني هذا,ar
6406,من خیلی ناراحتم,fa
6407,Could be better.,en
6408,This is terrible...,en
6409,Ich bin enttäuscht.,de
6410,مقبول لكنه ليس الأفضل,ar
6411,Absolutely fantastic experience!,en
6412,مقبول لكنه ليس الأفضل,ar
6413,Could be better.,en
6414,Ich bin enttäuscht.,de
6415,I love this!,en
6416,Absolutely fantastic experience!,en
6417,Worst day ever.,en
6418,बहुत ही अच्छा प्रदर्शन!,hi
6419,Worst day ever.,en
6420,مقبول لكنه ليس الأفضل,ar
6421,خوب بود اما می‌توانست بهتر باشد,fa
6422,Ich bin enttäuscht.,de
6423,This is terrible...,en
6424,من خیلی ناراحتم,fa
6425,I love this!,en
6426,मैं इससे खुश नहीं हूँ।,hi
6427,لا يعجبني هذا,ar
6428,Worst day ever.,en
6429,این بهترین روز من بود,fa
6430,Das war unglaublich!,de
6431,I love this!,en
6432,Ich bin enttäuscht.,de
6433,This is terrible...,en
6434,I love this!,en
6435,Ich bin enttäuscht.,de
6436,مقبول لكنه ليس الأفضل,ar
6437,اليوم كان رائعًا,ar
6438,बहुत ही अच्छा प्रदर्शन!,hi
6439,مقبول لكنه ليس الأفضل,ar
6440,این بهترین روز من بود,fa
6441,I am so tired of this nonsense.,en
6442,I am so tired of this nonsense.,en
6443,Das war unglaublich!,de
6444,Absolutely fantastic experience!,en
6445,خوب بود اما می‌توانست بهتر باشد,fa
6446,من خیلی ناراحتم,fa
6447,من خیلی ناراحتم,fa
6448,خوب بود اما می‌توانست بهتر باشد,fa
6449,I love this!,en
6450,I love this!,en
6451,مقبول لكنه ليس الأفضل,ar
6452,اليوم كان رائعًا,ar
6453,این بهترین روز من بود,fa
6454,"Nicht schlecht, aber nicht gut.",de
6455,مقبول لكنه ليس الأفضل,ar
6456,यह ठीक था।,hi
6457,"Nicht schlecht, aber nicht gut.",de
6458,Could be better.,en
6459,این بهترین روز من بود,fa
6460,What a beautiful day!,en
6461,"Nicht schlecht, aber nicht gut.",de
6462,اليوم كان رائعًا,ar
6463,Das war unglaublich!,de
6464,من خیلی ناراحتم,fa
6465,यह ठीक था।,hi
6466,من خیلی ناراحتم,fa
6467,این بهترین روز من بود,fa
6468,Worst day ever.,en
6469,خوب بود اما می‌توانست بهتر باشد,fa
6470,यह ठीक था।,hi
6471,لا يعجبني هذا,ar
6472,Worst day ever.,en
6473,I love this!,en
6474,لا يعجبني هذا,ar
6475,"Nicht schlecht, aber nicht gut.",de
